               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 112,            0.049213,          0.00068428,           0.0046233,              0.5382,             0.22286,             0.25208,             0.11573,            0.012274,           0.0021278,           0.0015645,           0.0017669,           0.0017669,           0.0017669
                 113,            0.049008,          0.00068617,           0.0046198,             0.54459,             0.22244,             0.25217,             0.11587,            0.012274,           0.0021286,            0.001565,           0.0017527,           0.0017527,           0.0017527
                 114,            0.049128,          0.00068237,            0.004643,              0.5416,              0.2227,             0.25205,             0.11589,            0.012273,           0.0021286,           0.0015672,           0.0017385,           0.0017385,           0.0017385
                 115,            0.049178,          0.00067747,           0.0046103,             0.54376,              0.2227,             0.25231,              0.1161,            0.012272,           0.0021294,           0.0015659,           0.0017243,           0.0017243,           0.0017243
                 116,            0.048776,          0.00068586,           0.0045892,             0.54613,             0.22299,             0.25244,             0.11605,            0.012271,           0.0021297,           0.0015645,           0.0017102,           0.0017102,           0.0017102
                 117,            0.049057,          0.00068872,           0.0046664,             0.54388,             0.22304,             0.25238,             0.11618,            0.012268,           0.0021293,           0.0015623,            0.001696,            0.001696,            0.001696
                 118,            0.049022,          0.00069189,           0.0046266,             0.54514,             0.22351,             0.25265,             0.11628,            0.012267,           0.0021285,           0.0015605,           0.0016818,           0.0016818,           0.0016818
                 119,             0.04908,          0.00068514,           0.0045979,             0.54861,             0.22354,             0.25266,             0.11636,            0.012267,           0.0021288,           0.0015609,           0.0016677,           0.0016677,           0.0016677
                 120,            0.048897,          0.00068456,           0.0046203,              0.5455,             0.22434,             0.25324,             0.11641,            0.012266,           0.0021298,           0.0015596,           0.0016535,           0.0016535,           0.0016535
                 121,            0.049001,          0.00068675,           0.0045895,             0.54961,             0.22488,             0.25359,             0.11672,            0.012266,           0.0021315,           0.0015591,           0.0016393,           0.0016393,           0.0016393
                 122,            0.049152,          0.00069464,           0.0046247,             0.55198,              0.2251,             0.25379,              0.1168,            0.012264,           0.0021332,            0.001557,           0.0016251,           0.0016251,           0.0016251
                 123,            0.048858,          0.00067845,           0.0045957,              0.5498,             0.22454,             0.25356,              0.1167,            0.012263,           0.0021337,           0.0015568,            0.001611,            0.001611,            0.001611
                 124,            0.048676,          0.00067999,           0.0045323,             0.54872,             0.22423,             0.25338,             0.11661,            0.012263,            0.002135,           0.0015569,           0.0015968,           0.0015968,           0.0015968
                 125,            0.048799,          0.00068692,           0.0045709,             0.55098,             0.22472,             0.25309,             0.11647,            0.012263,           0.0021338,           0.0015579,           0.0015826,           0.0015826,           0.0015826
                 126,            0.048902,          0.00067861,           0.0045505,             0.55184,             0.22455,             0.25298,             0.11642,            0.012263,           0.0021332,           0.0015573,           0.0015684,           0.0015684,           0.0015684
                 127,             0.04886,          0.00068189,           0.0045594,             0.54159,             0.22398,             0.25272,             0.11611,            0.012263,           0.0021302,           0.0015585,           0.0015543,           0.0015543,           0.0015543
                 128,            0.049146,          0.00068128,           0.0045881,              0.5391,             0.22493,             0.25309,             0.11625,            0.012263,           0.0021304,           0.0015585,           0.0015401,           0.0015401,           0.0015401
                 129,            0.048579,          0.00067691,           0.0045076,             0.54124,             0.22471,             0.25294,             0.11638,            0.012262,            0.002131,           0.0015595,           0.0015259,           0.0015259,           0.0015259
                 130,            0.048769,          0.00068858,           0.0045513,             0.54192,             0.22432,             0.25325,             0.11646,            0.012263,            0.002134,           0.0015614,           0.0015118,           0.0015118,           0.0015118
                 131,             0.04876,          0.00067799,           0.0045603,             0.54461,             0.22398,             0.25339,              0.1164,            0.012264,           0.0021356,           0.0015619,           0.0014976,           0.0014976,           0.0014976
                 132,            0.048717,          0.00068189,             0.00454,             0.54409,              0.2244,             0.25353,             0.11632,            0.012264,            0.002136,           0.0015638,           0.0014834,           0.0014834,           0.0014834
                 133,             0.04893,          0.00069077,           0.0046038,             0.54145,             0.22449,             0.25331,             0.11633,            0.012267,           0.0021375,           0.0015678,           0.0014692,           0.0014692,           0.0014692
                 134,            0.048672,          0.00067656,           0.0045317,             0.54069,               0.225,             0.25363,             0.11651,            0.012266,           0.0021372,           0.0015695,           0.0014551,           0.0014551,           0.0014551
                 135,             0.04898,          0.00069136,           0.0045348,             0.54673,             0.22436,             0.25347,             0.11655,            0.012266,           0.0021377,           0.0015718,           0.0014409,           0.0014409,           0.0014409
                 136,            0.048736,          0.00068185,           0.0045547,             0.53421,             0.22442,             0.25359,             0.11647,            0.012266,           0.0021381,           0.0015743,           0.0014267,           0.0014267,           0.0014267
                 137,            0.048741,          0.00068459,           0.0045416,              0.5284,             0.22396,             0.25318,             0.11622,            0.012269,           0.0021378,           0.0015751,           0.0014125,           0.0014125,           0.0014125
                 138,            0.048357,          0.00067582,           0.0044372,             0.52089,             0.22379,             0.25305,             0.11614,            0.012267,           0.0021381,           0.0015788,           0.0013984,           0.0013984,           0.0013984
                 139,            0.048642,           0.0006814,           0.0045533,             0.52523,             0.22367,              0.2533,             0.11611,            0.012264,           0.0021372,           0.0015785,           0.0013842,           0.0013842,           0.0013842
