               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.018923,            0.001057,           0.0019133,             0.69889,             0.54015,             0.57666,             0.39856,           0.0072539,           0.0037006,           0.0026835,           0.0016393,           0.0016393,           0.0016393
                  62,            0.018789,           0.0010452,           0.0018921,             0.70334,             0.53878,             0.57737,             0.39943,           0.0072417,           0.0037072,           0.0026796,            0.001611,            0.001611,            0.001611
                  63,            0.018931,           0.0010502,           0.0019128,             0.70242,             0.53875,             0.57737,             0.39942,           0.0072355,            0.003712,           0.0026841,           0.0015826,           0.0015826,           0.0015826
                  64,            0.018651,           0.0010229,           0.0018367,             0.70518,             0.53865,             0.57718,             0.39947,           0.0072377,           0.0037173,           0.0026922,           0.0015543,           0.0015543,           0.0015543
                  65,            0.018746,            0.001043,           0.0018877,             0.70386,             0.53863,              0.5771,             0.39975,           0.0072313,           0.0037229,           0.0026913,           0.0015259,           0.0015259,           0.0015259
                  66,            0.018922,           0.0010539,           0.0018634,             0.70586,             0.53959,             0.57755,             0.40034,           0.0072215,           0.0037247,           0.0026856,           0.0014976,           0.0014976,           0.0014976
                  67,            0.018788,           0.0010471,           0.0018703,             0.70905,             0.53933,             0.57802,             0.40072,           0.0072156,           0.0037286,           0.0026814,           0.0014692,           0.0014692,           0.0014692
                  68,            0.018679,           0.0010411,           0.0018583,             0.70766,             0.53941,             0.57819,             0.40086,           0.0072099,           0.0037306,           0.0026976,           0.0014409,           0.0014409,           0.0014409
                  69,            0.018751,           0.0010351,           0.0018531,             0.70519,             0.53788,             0.57747,             0.40025,           0.0072024,           0.0037343,           0.0027174,           0.0014125,           0.0014125,           0.0014125
                  70,            0.018828,           0.0010533,           0.0018637,             0.71063,             0.53738,             0.57745,             0.39991,           0.0071934,           0.0037334,           0.0027235,           0.0013842,           0.0013842,           0.0013842
                  71,             0.01861,           0.0010285,           0.0018504,             0.70461,             0.53934,             0.57764,             0.40006,           0.0071833,           0.0037344,           0.0027308,           0.0013559,           0.0013559,           0.0013559
                  72,            0.018666,           0.0010346,            0.001839,             0.70571,                0.54,             0.57828,             0.40064,           0.0071807,           0.0037386,           0.0027274,           0.0013275,           0.0013275,           0.0013275
                  73,            0.018627,           0.0010201,           0.0018454,             0.70558,             0.54025,             0.57901,              0.4012,           0.0071811,           0.0037434,           0.0027111,           0.0012992,           0.0012992,           0.0012992
                  74,            0.018583,            0.001031,           0.0018304,             0.70721,             0.53912,             0.57842,             0.40077,           0.0071814,           0.0037495,           0.0027213,           0.0012708,           0.0012708,           0.0012708
                  75,             0.01866,           0.0010259,           0.0018294,             0.70659,             0.54072,             0.57853,             0.40076,           0.0071857,           0.0037534,           0.0027253,           0.0012425,           0.0012425,           0.0012425
                  76,            0.018471,           0.0010208,           0.0018166,             0.70649,             0.54105,             0.57874,             0.40084,           0.0071889,           0.0037604,           0.0027299,           0.0012141,           0.0012141,           0.0012141
                  77,            0.018578,           0.0010304,           0.0018258,             0.70786,             0.54004,             0.57918,             0.40144,           0.0071922,            0.003766,           0.0027287,           0.0011858,           0.0011858,           0.0011858
                  78,            0.018484,           0.0010142,           0.0018264,             0.70777,             0.53885,             0.57801,             0.40049,           0.0071937,           0.0037704,           0.0027516,           0.0011574,           0.0011574,           0.0011574
                  79,            0.018569,           0.0010139,           0.0018199,             0.70532,             0.53818,             0.57669,             0.39943,           0.0071902,           0.0037754,           0.0027755,           0.0011291,           0.0011291,           0.0011291
                  80,            0.018456,           0.0010262,           0.0018257,             0.70135,             0.53832,             0.57626,             0.39863,           0.0071918,           0.0037769,           0.0027877,           0.0011008,           0.0011008,           0.0011008
                  81,            0.018502,           0.0010178,           0.0018162,             0.69699,              0.5374,             0.57587,             0.39843,            0.007188,           0.0037729,           0.0028027,           0.0010724,           0.0010724,           0.0010724
                  82,            0.018356,           0.0010031,           0.0017898,             0.69767,             0.53693,             0.57456,             0.39736,           0.0071894,           0.0037759,           0.0028209,           0.0010441,           0.0010441,           0.0010441
                  83,            0.018283,          0.00099717,           0.0017863,              0.6897,             0.53609,              0.5723,             0.39548,           0.0071931,           0.0037787,           0.0028634,           0.0010157,           0.0010157,           0.0010157
                  84,            0.018418,           0.0010055,           0.0017893,             0.68236,             0.53387,             0.57117,             0.39459,           0.0071931,           0.0037797,           0.0028966,          0.00098737,          0.00098737,          0.00098737
                  85,            0.018221,          0.00099618,           0.0017818,             0.69549,             0.53453,             0.57252,             0.39558,           0.0071818,           0.0037814,           0.0028871,          0.00095903,          0.00095903,          0.00095903
                  86,            0.018441,           0.0010015,           0.0018149,             0.70241,             0.53585,             0.57372,             0.39648,           0.0071761,           0.0037794,           0.0028827,          0.00093068,          0.00093068,          0.00093068
                  87,            0.018264,           0.0010022,           0.0017965,             0.70665,             0.53434,             0.57336,              0.3962,           0.0071797,           0.0037826,           0.0028899,          0.00090234,          0.00090234,          0.00090234
                  88,            0.018428,           0.0010094,           0.0017877,             0.71018,             0.53448,             0.57407,             0.39669,           0.0071633,           0.0037851,              0.0029,          0.00087399,          0.00087399,          0.00087399
                  89,            0.018159,          0.00098753,           0.0017818,             0.71667,             0.53672,               0.574,             0.39683,           0.0071659,           0.0037902,           0.0029051,          0.00084565,          0.00084565,          0.00084565
                  90,            0.018195,           0.0010004,           0.0017712,             0.71836,             0.53529,             0.57402,             0.39678,           0.0071468,           0.0037937,           0.0029164,           0.0008173,           0.0008173,           0.0008173
                  91,            0.018299,           0.0010015,             0.00177,              0.7185,             0.53711,             0.57482,             0.39715,           0.0071318,           0.0037939,           0.0029188,          0.00078896,          0.00078896,          0.00078896
                  92,             0.01811,          0.00099558,           0.0017541,             0.72423,             0.53569,             0.57524,             0.39764,           0.0071403,           0.0037995,           0.0029209,          0.00076061,          0.00076061,          0.00076061
                  93,            0.018172,          0.00099793,           0.0017576,             0.71925,             0.53566,             0.57431,             0.39705,           0.0071296,           0.0038011,           0.0029436,          0.00073227,          0.00073227,          0.00073227
                  94,             0.01827,          0.00099666,           0.0017825,              0.7153,             0.53554,              0.5729,             0.39596,            0.007117,           0.0038093,           0.0029602,          0.00070392,          0.00070392,          0.00070392
                  95,            0.018171,          0.00099513,           0.0017558,             0.71195,             0.53587,             0.57279,             0.39579,           0.0071297,           0.0038113,           0.0029733,          0.00067558,          0.00067558,          0.00067558
                  96,            0.018118,          0.00098904,           0.0017571,             0.70883,             0.53569,             0.57284,             0.39573,           0.0071194,           0.0038106,           0.0029884,          0.00064723,          0.00064723,          0.00064723
                  97,            0.018021,          0.00098061,           0.0017531,             0.69518,             0.53633,             0.57295,             0.39609,           0.0071059,           0.0038131,           0.0030072,          0.00061889,          0.00061889,          0.00061889
                  98,            0.017982,          0.00097982,           0.0017274,             0.69519,             0.53558,              0.5729,             0.39595,           0.0071052,           0.0038161,           0.0030201,          0.00059054,          0.00059054,          0.00059054
                  99,            0.018069,          0.00098131,           0.0017436,             0.69323,             0.53641,             0.57365,             0.39652,           0.0071009,            0.003817,           0.0030143,           0.0005622,           0.0005622,           0.0005622
