                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.50575,                0.30125,                0.78732,                0.91755,                0.54549,                 0.6284,                0.44978,                0.95536,                 0.5555,                0.83061,             0.00025859,             0.00025859,             0.00025859
                    158,                0.49881,                0.28964,                0.78622,                0.91309,                0.54889,                  0.628,                0.44983,                0.96552,                0.57632,                0.83247,             0.00025309,             0.00025309,             0.00025309
                    159,                0.50379,                0.30414,                0.78762,                0.92366,                0.53547,                0.62196,                0.43591,                0.98845,                0.59129,                0.83351,             0.00024759,             0.00024759,             0.00024759
                    160,                0.50573,                0.29693,                0.78703,                0.93453,                0.53797,                0.62952,                0.44706,                0.98722,                 0.5856,                0.83298,             0.00024209,             0.00024209,             0.00024209
                    161,                0.50046,                0.30188,                0.78817,                0.93286,                0.54073,                0.63271,                0.45019,                0.97957,                0.58702,                0.83262,             0.00023659,             0.00023659,             0.00023659
                    162,                 0.5085,                0.28975,                0.79095,                0.92398,                0.54449,                0.62829,                0.45193,                0.95559,                0.58048,                0.83102,             0.00023109,             0.00023109,             0.00023109
                    163,                0.49257,                0.28171,                0.78836,                0.92395,                0.55125,                0.62957,                0.44981,                0.96072,                0.58553,                0.83273,             0.00022559,             0.00022559,             0.00022559
                    164,                0.49746,                0.29552,                0.78824,                0.92649,                0.54956,                0.62922,                0.44864,                0.95658,                0.57537,                0.82892,             0.00022009,             0.00022009,             0.00022009
                    165,                0.49068,                 0.2827,                 0.7872,                0.92415,                0.54463,                0.62305,                0.44704,                0.96342,                0.58168,                0.82935,             0.00021459,             0.00021459,             0.00021459
                    166,                0.49202,                0.27957,                0.78573,                0.92231,                 0.5542,                0.62562,                0.45013,                0.94725,                0.56621,                0.82959,             0.00020909,             0.00020909,             0.00020909
                    167,                0.49629,                0.28968,                0.78812,                 0.9331,                0.54399,                0.62405,                 0.4472,                0.94751,                0.57802,                 0.8297,             0.00020359,             0.00020359,             0.00020359
                    168,                0.48955,                0.27941,                0.78666,                0.92856,                0.54448,                0.62568,                0.44671,                0.96383,                0.57851,                0.83139,             0.00019809,             0.00019809,             0.00019809
                    169,                0.48999,                0.27661,                0.78704,                 0.9306,                0.54576,                0.62326,                0.44576,                0.95769,                0.58404,                0.83107,             0.00019259,             0.00019259,             0.00019259
                    170,                0.48243,                0.27828,                0.78586,                0.92327,                0.55012,                0.62874,                0.44628,                0.95364,                0.58766,                0.83112,             0.00018709,             0.00018709,             0.00018709
                    171,                0.48506,                 0.2832,                0.78175,                0.91597,                0.55478,                 0.6313,                 0.4484,                 0.9559,                0.56611,                 0.8299,             0.00018159,             0.00018159,             0.00018159
                    172,                0.47097,                0.27298,                0.78368,                0.91334,                 0.5581,                0.63309,                0.45045,                0.97115,                0.58334,                0.83366,             0.00017609,             0.00017609,             0.00017609
                    173,                0.47504,                0.28171,                0.78643,                0.91666,                0.55266,                0.62906,                0.44666,                0.99819,                0.59977,                0.83628,             0.00017059,             0.00017059,             0.00017059
                    174,                0.47213,                0.27998,                0.78733,                0.92027,                0.54256,                 0.6181,                0.44064,                0.99399,                0.59114,                0.83276,             0.00016509,             0.00016509,             0.00016509
                    175,                0.46899,                0.27306,                0.78493,                0.90229,                0.55496,                0.62012,                0.44369,                0.97607,                0.60478,                0.83292,              0.0001596,              0.0001596,              0.0001596
                    176,                0.46991,                0.28013,                0.78547,                0.91666,                0.55436,                0.62496,                0.44767,                0.97858,                0.59961,                 0.8337,              0.0001541,              0.0001541,              0.0001541
                    177,                 0.4888,                0.27729,                0.78631,                0.92772,                0.54731,                0.62304,                0.44369,                0.97998,                 0.5985,                0.83393,              0.0001486,              0.0001486,              0.0001486
                    178,                0.47399,                0.27431,                0.78321,                0.91536,                0.55097,                0.62497,                  0.447,                0.97686,                0.59962,                0.83345,              0.0001431,              0.0001431,              0.0001431
                    179,                0.47283,                0.26866,                0.78212,                0.91297,                0.55152,                0.62866,                0.45196,                0.96865,                0.59338,                0.83318,              0.0001376,              0.0001376,              0.0001376
                    180,                0.46513,                 0.2669,                0.78983,                0.90532,                0.55609,                0.62683,                0.45382,                0.95913,                0.58883,                 0.8311,              0.0001321,              0.0001321,              0.0001321
                    181,                0.47293,                0.26336,                0.78258,                0.89536,                0.55835,                 0.6248,                0.44961,                0.96356,                0.58381,                0.83056,              0.0001266,              0.0001266,              0.0001266
                    182,                 0.4808,                0.27466,                0.78256,                0.90038,                0.55472,                0.62698,                0.44957,                0.97024,                0.58777,                0.83214,              0.0001211,              0.0001211,              0.0001211
                    183,                0.45808,                0.27557,                0.78377,                0.91369,                0.54487,                0.62457,                0.44927,                0.97285,                0.58836,                0.83417,              0.0001156,              0.0001156,              0.0001156
                    184,                0.46815,                0.27324,                0.78448,                0.91336,                0.54154,                0.62409,                0.44737,                0.97437,                0.57769,                0.83426,              0.0001101,              0.0001101,              0.0001101
                    185,                0.46122,                0.26992,                0.78375,                0.90639,                0.55866,                0.62475,                0.44824,                0.97502,                0.58376,                0.83163,              0.0001046,              0.0001046,              0.0001046
                    186,                0.45175,                0.26237,                0.78376,                0.92097,                0.54291,                0.63009,                0.45014,                0.99212,                0.59037,                0.83148,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                0.45203,                0.26002,                0.78007,                0.92531,                0.54915,                0.63113,                0.45082,                 0.9761,                0.58721,                0.83179,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                0.45835,                0.26266,                0.78395,                0.90533,                0.56008,                0.62873,                0.45159,                0.96756,                0.57878,                0.83019,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                0.45075,                0.26075,                0.78189,                 0.9152,                0.55331,                0.62794,                0.44987,                0.97388,                0.57523,                0.83178,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                0.45165,                0.25805,                0.78397,                0.92076,                0.55292,                0.63148,                0.45348,                0.96929,                0.57479,                 0.8325,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                0.52573,                0.28124,                0.78066,                0.91224,                 0.5516,                0.63813,                0.45903,                0.93927,                0.55788,                0.83099,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                0.49206,                0.26588,                0.77308,                0.91277,                 0.5546,                0.63263,                0.45212,                0.94642,                0.56187,                0.83249,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                 0.4809,                0.26404,                0.78053,                0.91771,                0.54906,                0.63464,                0.45336,                0.94479,                0.57573,                0.83301,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                0.46185,                0.26003,                 0.7725,                0.92509,                0.54659,                0.63907,                0.45615,                0.95647,                 0.5839,                0.83298,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                0.44852,                0.25374,                0.77169,                0.93364,                0.54706,                0.63756,                0.45484,                0.95605,                0.58566,                0.82962,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                0.46217,                 0.2615,                 0.7717,                0.92835,                0.55084,                0.63633,                0.45579,                 0.9634,                0.59471,                0.83023,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                0.45165,                0.25493,                0.77546,                0.92837,                0.54735,                0.63546,                0.45861,                0.93821,                0.58287,                0.82779,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                0.44686,                0.25547,                0.77691,                 0.9237,                0.54373,                0.63457,                0.45769,                0.93493,                0.57898,                0.82788,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                 0.4424,                0.25072,                 0.7726,                0.90429,                0.55577,                0.63292,                0.45625,                0.93482,                0.58314,                 0.8273,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                0.44013,                0.25349,                0.77263,                0.90518,                0.55596,                0.63358,                0.45685,                0.94512,                 0.5923,                0.82962,             2.2109e-05,             2.2109e-05,             2.2109e-05
