               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.026499,          0.00068846,           0.0029252,             0.72075,             0.42936,             0.47644,             0.31535,            0.011293,           0.0019824,           0.0032143,          0.00087399,          0.00087399,          0.00087399
                  89,            0.026643,          0.00068485,           0.0029214,             0.72527,             0.42862,             0.47595,             0.31463,            0.011296,           0.0019863,           0.0032269,          0.00084565,          0.00084565,          0.00084565
                  90,            0.026542,          0.00069796,           0.0029238,             0.72396,             0.42719,             0.47527,             0.31398,            0.011296,           0.0019907,           0.0032437,           0.0008173,           0.0008173,           0.0008173
                  91,            0.026636,          0.00069049,           0.0028682,             0.72083,             0.42751,             0.47542,             0.31372,            0.011297,           0.0019954,           0.0032512,          0.00078896,          0.00078896,          0.00078896
                  92,            0.026356,          0.00068325,           0.0028628,             0.71793,             0.42842,             0.47593,             0.31396,            0.011299,           0.0020003,           0.0032527,          0.00076061,          0.00076061,          0.00076061
                  93,            0.026544,          0.00068635,           0.0029125,             0.71485,              0.4285,             0.47664,             0.31456,            0.011297,           0.0020062,           0.0032571,          0.00073227,          0.00073227,          0.00073227
                  94,            0.026511,          0.00068755,           0.0029162,             0.71155,             0.42909,             0.47707,              0.3153,            0.011296,           0.0020111,           0.0032636,          0.00070392,          0.00070392,          0.00070392
                  95,            0.026414,          0.00068971,            0.002878,             0.71503,             0.42921,             0.47767,             0.31562,            0.011299,           0.0020155,           0.0032758,          0.00067558,          0.00067558,          0.00067558
                  96,            0.026412,          0.00068048,           0.0028658,              0.7093,             0.42987,             0.47782,             0.31569,            0.011294,           0.0020167,           0.0032777,          0.00064723,          0.00064723,          0.00064723
                  97,            0.026372,          0.00067983,           0.0028783,             0.70787,             0.43133,             0.47807,              0.3159,            0.011306,           0.0020198,           0.0032793,          0.00061889,          0.00061889,          0.00061889
                  98,            0.026285,          0.00068034,           0.0028265,             0.71444,             0.43061,             0.47893,             0.31639,            0.011298,           0.0020206,           0.0032719,          0.00059054,          0.00059054,          0.00059054
                  99,            0.026372,          0.00067754,           0.0028957,             0.71475,             0.43072,             0.47933,              0.3166,              0.0113,           0.0020212,           0.0032716,           0.0005622,           0.0005622,           0.0005622
